id (식별코드),Ordinance(법규명),Level (위계),Category (주제),Type (성격),Action (행위),Building_use (건축물),Content(원문),Link (원문링크)
A_001,건축법,법,건축 일반,기본 원칙 및 규제,"건축, 대수선, 용도변경",모든 건축물,"",https://www.law.go.kr/법령/건축법
A_002,건축기본법,법,건축 정책,정책 수립 및 기본 방향,"건축정책 수립, 디자인 개선",모든 건축물 및 공간환경," 제1장 총칙

조문체계도버튼
 제1조(목적) 이 법은 건축에 관한 국가 및 지방자치단체와 국민의 책무를 정하고 건축정책의 수립ㆍ시행 등을 규정하여 건축문화를 진흥함으로써 국민의 건전한 삶의 영위와 복리향상에 이바지함을 목적으로 한다.

조문체계도버튼
 제2조(기본이념) 이 법은 국가 및 지방자치단체와 국민의 공동의 노력으로 다음 각 호와 같은 건축의 공공적 가치를 구현함을 기본이념으로 한다.


1. 국민의 안전ㆍ건강 및 복지에 직접 관련된 생활공간의 조성

2. 사회의 다양한 요구를 조정하고 수용하며 경제활동의 토대가 되는 공간환경의 조성

3. 지역의 고유한 생활양식과 역사를 반영하고 미래세대에 계승될 문화공간의 창조 및 조성

조문체계도버튼
 제3조(정의) 이 법에서 사용하는 용어의 정의는 다음과 같다.


1. “건축물”이란 토지에 정착하는 공작물 중 지붕과 기둥 또는 벽이 있는 것과 이에 부수되는 시설물을 말한다.

2. “공간환경(空間環境)”이란 건축물이 이루는 공간구조ㆍ공공공간 및 경관을 말한다.

3. “공공공간(公共空間)”이란 가로ㆍ공원ㆍ광장 등의 공간과 그 안에 부속되어 공중(公衆)이 이용하는 시설물을 말한다.

4. “건축디자인”이란 품격과 품질이 우수한 건축물과 공간환경의 조성으로 건축의 공공성을 실현하기 위하여 건축물과 공간환경을 기획ㆍ설계하고 개선하는 행위를 말한다.

5. “품격”이란 주변환경과의 관계, 규모, 형태, 구조, 재료, 시공수준 등을 통하여 그 목적과 지역의 정체성을 창출할 수 있는 적절성을 말한다.

6. “품질”이란 안전, 보건, 기능, 쾌적, 자원절약과 재활용 등의 객관적 성능을 말한다.

7. “건축”이란 건축물과 공간환경을 기획, 설계, 시공 및 유지관리하는 것을 말한다.

조문체계도버튼
 제4조(국가 및 지방자치단체의 책무) ① 국가는 품격과 품질이 우수한 건축물과 공간환경을 조성하기 위한 종합적인 건축정책을 수립ㆍ시행하여야 하며, 지방자치단체는 국가의 건축정책에 맞추어 지역의 실정에 부합하는 건축정책을 수립ㆍ시행하여야 한다.

② 국가, 지방자치단체 또는 「공공기관의 운영에 관한 법률」에 따른 공공기관(이하 “공공기관”이라 한다)은 직접 발주하거나 건축주가 되는 경우 우수한 건축디자인을 선도하도록 노력하여야 한다.

③ 국가와 지방자치단체는 건축에 대한 국민의 인식을 제고하기 위하여 필요한 교육ㆍ홍보를 활성화하도록 노력하여야 한다.

④ 국가와 지방자치단체는 건축분야 전문지식의 발전과 전문인력의 양성에 노력하여야 한다.

조문체계도버튼
 제5조(국민의 의무) ① 국민은 국가와 지방자치단체가 시행하는 건축정책에 적극 참여하고 협력하도록 노력하여야 한다.

② 건축주 및 발주자는 공정한 기준과 절차에 의하여 설계자와 시공자 등을 선정하고 적정한 대가를 지급하며, 소유자 및 관리자는 제2조에 따른 건축의 공공적 가치가 올바르게 구현되도록 건축물과 공간환경을 유지하고 관리하여야 한다.

③ 건축 관련 전문가는 전문지식을 함양하고 이에 근거하여 독립되고 공정한 입장에서 국민의 건축에 대한 이해를 돕고 건축의 공공적 가치를 실현하도록 노력하여야 한다.

조문체계도버튼
 제6조(다른 법률과의 관계) 국가는 건축에 관한 다른 법률을 제정 또는 개정하는 경우에는 이 법의 목적과 기본이념에 맞도록 하여야 한다.

        제2장 건축정책의 기본방향

조문체계도버튼
 제7조(건축의 생활공간적 공공성 구현) ① 국가 및 지방자치단체는 각종 재난에 대비하여 건축물 및 공간환경을 안전하게 조성하고 그 안전수준을 지속적으로 유지하기 위하여 필요한 시책을 강구하여야 한다.

② 국가 및 지방자치단체는 건축물 및 공간환경의 계획 또는 설계 단계에서부터 사용자의 건강과 장애인ㆍ노약자ㆍ임산부 등의 이용을 배려하여 조성될 수 있도록 필요한 시책을 강구하여야 한다.

조문체계도버튼연혁
 제8조(건축의 사회적 공공성 확보) ① 국가 및 지방자치단체는 국민의 다양한 요구와 다원적(多元的) 문화에 부응하고 미래사회의 문화적 요구변화와 기술변화에 능동적으로 대응할 수 있는 건축정책을 수립ㆍ시행하여야 한다.

② 건축물의 소유자 또는 관리자는 건축물 및 공간환경이 미래세대에 계승되는 사회ㆍ경제적 자산으로서 조성되고, 그 가치가 지속적으로 강화되도록 관리하여야 한다.

③ 건축물의 소유자 또는 관리자는 건축물 및 공간환경을 조성하고 사용하는 과정 등에서 환경에 대한 영향을 최소화하고 자원의 재이용과 재생을 촉진함으로써 자연과의 조화가 이루어지도록 하여야 한다. <개정 2020. 6. 9.>

조문체계도버튼
 제9조(건축의 문화적 공공성 실현) ① 건축물의 소유자 또는 관리자는 건축물 및 공간환경을 조성하여 사용하는 전 과정에서 건축의 문화적 가치가 향상되도록 하여야 한다.

② 건축물 및 공간환경의 문화적ㆍ산업적 경쟁력 제고를 위하여 관련 전문가의 창의성이 존중되어야 한다.

③ 국가 및 지방자치단체는 건축물 및 공간환경이 지역 주민들의 참여를 바탕으로 해당 지역의 풍토나 역사 또는 환경에 적합하게 조성되도록 필요한 시책을 강구하여야 한다.

④ 국가 및 지방자치단체는 지역의 고유한 건축문화유산을 보전하고, 새로운 건축물 및 공간환경이 기존의 공간환경과 조화와 균형을 이루어 조성되도록 필요한 시책을 강구하여야 한다.

⑤ 국가와 지방자치단체는 각각 시행한 건축정책에 대한 모니터링을 실시하고 정책성과를 평가하는 등 건축정책의 신뢰성을 제고하기 위하여 노력하여야 한다.

        제3장 건축정책의 수립

조문체계도버튼연혁
 제10조(건축정책기본계획의 수립) ① 국토교통부장관은 건축정책에 관한 기본계획(이하 “건축정책기본계획”이라 한다)을 5년마다 수립ㆍ시행하여야 한다. <개정 2008. 2. 29., 2013. 3. 23.>

② 국토교통부장관은 건축정책기본계획을 수립하거나 변경하고자 하는 때에는 관계 중앙행정기관의 장과 협의하고 공청회 등을 거쳐 의견을 수렴한 후 제13조에 따른 국가건축정책위원회의 심의를 거쳐 대통령에게 보고 후 이를 확정한다. <개정 2008. 2. 29., 2013. 3. 23.>

③ 건축정책기본계획 중 대통령령으로 정하는 경미한 사항을 변경하고자 하는 경우에는 제2항에 따른 절차를 생략할 수 있다.

④ 국토교통부장관은 건축정책기본계획을 작성하고자 하는 때에는 관계 중앙행정기관의 장 및 특별시장ㆍ광역시장ㆍ도지사 또는 특별자치도지사(이하 “시ㆍ도지사”라 한다)ㆍ공공기관 또는 단체의 장 등에게 건축정책기본계획에 반영되어야 할 정책 및 사업 등에 관한 소관별 계획과 대통령령으로 정하는 자료의 제출을 요청할 수 있으며, 관계 중앙행정기관의 장 및 시ㆍ도지사는 특별한 사유가 없으면 이에 따라야 한다. <개정 2008. 2. 29., 2013. 3. 23., 2020. 6. 9.>

⑤ 국토교통부장관은 건축정책기본계획이 확정된 때에는 지체 없이 주요 내용을 관보에 고시하고, 관계 중앙행정기관의 장 및 시ㆍ도지사에게 송부하여야 한다. <개정 2008. 2. 29., 2013. 3. 23.>

⑥ 건축정책기본계획의 수립ㆍ시행 및 변경 등에 관하여 필요한 사항은 대통령령으로 정한다.

조문체계도버튼
 제11조(건축정책기본계획의 내용) 건축정책기본계획에는 다음 각 호의 사항이 포함되어야 한다.


1. 건축의 현황 및 여건변화, 전망에 관한 사항

2. 건축정책의 기본목표 및 추진방향

3. 건축의 품격 및 품질 향상에 관한 사항

4. 도시경관 향상을 위한 통합된 건축디자인에 관한 사항

5. 지역의 건축에 관한 발전 및 지원대책

6. 우수한 설계기법 및 첨단건축물 등 연구개발에 관한 사항

7. 건축분야 전문인력의 육성ㆍ지원 및 관리에 관한 사항

8. 건축디자인 등 건축의 국제경쟁력 향상에 관한 사항

9. 건축문화 기반구축에 관한 사항

10. 건축 관련 기술의 개발ㆍ보급 및 선도시범사업에 관한 사항

11. 건축정책기본계획의 시행 및 그 밖에 대통령령으로 정하는 건축진흥에 필요한 사항

조문체계도버튼연혁
 제12조(지역건축기본계획의 수립 등) ① 시ㆍ도지사는 지역의 현황 및 사회ㆍ경제ㆍ문화적 실정에 부합하는 건축정책을 위하여 건축정책기본계획에 따라 특별시ㆍ광역시ㆍ도 또는 특별자치도(이하 “시ㆍ도”라 한다)의 건축정책에 관한 기본계획(이하 “광역건축기본계획”이라 한다)을 5년마다 수립ㆍ시행하여야 하며, 시장ㆍ군수ㆍ구청장(자치구의 구청장을 말한다. 이하 같다)은 필요한 경우 건축정책기본계획 및 광역건축기본계획에 따라 시ㆍ군ㆍ구(자치구의 구를 말한다. 이하 같다)의 건축정책에 관한 기본계획(이하 “기초건축기본계획”이라 한다)을 5년마다 수립ㆍ시행할 수 있다.

② 광역건축기본계획 및 기초건축기본계획(이하 “지역건축기본계획”이라 한다)을 수립하거나 변경하는 경우 시ㆍ도지사 및 시장ㆍ군수ㆍ구청장은 공청회 등을 거쳐 의견을 수렴하고 해당 지방의회의 의견을 청취한 후 제18조에 따른 시ㆍ도건축정책위원회 또는 시ㆍ군ㆍ구건축정책위원회의 심의를 거쳐 이를 확정한다.

③ 지역건축기본계획 중 대통령령으로 정하는 바에 따라 지방자치단체의 조례로 정하는 경미한 사항을 변경하고자 하는 경우에는 제2항에 따른 절차를 생략할 수 있다.

④ 시ㆍ도지사 및 시장ㆍ군수ㆍ구청장이 제1항에 따라 지역건축기본계획을 수립ㆍ변경하는 경우에는 지체 없이 이를 국토교통부장관에게 보고하여야 한다. 다만, 시장ㆍ군수ㆍ구청장이 기초건축기본계획을 수립ㆍ변경하는 경우에는 관할 시ㆍ도지사를 거쳐 국토교통부장관에게 보고하여야 한다. <개정 2008. 2. 29., 2013. 3. 23., 2020. 6. 9.>

⑤ 지역건축기본계획의 수립ㆍ시행 및 변경 등에 관하여 필요한 사항은 대통령령으로 정한다.

        제4장 건축정책위원회

조문체계도버튼
 제13조(국가건축정책위원회) ① 건축분야의 중요한 정책을 심의하고 관계 부처의 건축정책의 조정 및 그 밖에 이 법으로 정하는 사항을 시행하기 위하여 대통령 소속으로 국가건축정책위원회를 둔다.

② 제1항에 따른 국가건축정책위원회(이하 “국가건축정책위원회”라 한다)는 위원장 1인을 포함하여 30인 이내의 위원으로 구성한다.

③ 위원장은 위촉위원 중에서 대통령이 지명하고, 위원은 다음 각 호의 자로 한다.

1. 대통령령으로 정하는 관계 중앙행정기관의 장

2. 건축분야의 학식과 경험이 풍부한 자 중에서 대통령이 위촉한 자

④ 국가건축정책위원회는 소관 사무를 전문적으로 수행하기 위하여 분과위원회를 설치ㆍ운영할 수 있다.

⑤ 위원의 임기, 국가건축정책위원회 및 분과위원회의 운영 등에 관하여 필요한 사항은 대통령령으로 정한다.

조문체계도버튼연혁
 제14조(국가건축정책위원회의 기능) 국가건축정책위원회는 다음 각 호의 사항을 심의한다. <개정 2020. 6. 9.>


1. 건축정책기본계획을 포함한 건축정책의 수립 및 조정

2. 건축분야 발전에 관한 주요 사업의 지원

3. 건축행정 개선에 관한 사항

4. 건축문화행사 추진에 관한 사항

5. 국민의 건축문화 향유기회의 확대에 관한 사항

6. 제21조제1항 및 제2항에 따른 건축디자인 기준의 설정에 관한 사항

7. 건축에 관한 조사ㆍ연구 및 개발에 관한 사항

8. 그 밖에 건축정책과 관련하여 위원장이 회의에 부치는 사항

조문체계도버튼연혁
 제15조(건축정책 국회보고) ① 국토교통부장관은 국가건축정책위원회의 의견을 들어 건축에 관한 주요 정책 수립 및 시행 등에 관한 보고서를 작성하여 2년마다 국회 소관 상임위원회에 제출하여야 한다. <개정 2008. 2. 29., 2013. 3. 23.>

② 제1항의 보고서에는 다음 각 호의 내용이 포함되어야 한다.

1. 건축정책기본계획 수립ㆍ시행 및 성과 등에 관한 사항

2. 미래사회의 건축환경 변화 전망 및 대책

3. 건축문화 진흥을 위한 시책과 사업 등에 관한 사항

4. 건축환경, 문화 창달을 위한 지역의 풍토성 및 전통성 계승에 관한 시책

5. 건축제도ㆍ기준 등의 국제화에 관한 사항

6. 건축기술ㆍ건축설계의 발전, 전문인력 양성 등 산업의 경쟁력 강화에 관한 사항

7. 그 밖에 건축에 관한 중요 사항

조문체계도버튼연혁
 제16조(건축 기본조사) ① 국토교통부장관은 제14조 각 호의 사항에 대한 심의 및 제15조제1항에 따른 보고서의 작성 등을 위하여 필요한 때에는 건축에 관한 각종 통계, 건축물 현황, 건축에 관한 인식도 및 기대수준, 그 밖에 제15조제2항 각 호와 관련되어 필요한 자료 등 대통령령으로 정하는 사항에 대하여 조사할 수 있다. <개정 2008. 2. 29., 2013. 3. 23.>

② 국토교통부장관은 중앙행정기관의 장 또는 지방자치단체의 장에게 조사에 필요한 자료의 제출을 요청하거나 제1항의 조사사항 중 일부에 대하여 이를 직접 조사하도록 요청할 수 있다. 이 경우 요청을 받은 중앙행정기관의 장 또는 지방자치단체의 장은 특별한 사유가 없으면 이에 따라야 한다. <개정 2008. 2. 29., 2013. 3. 23., 2020. 6. 9.>

조문체계도버튼
 제17조(기획단) ① 국가건축정책위원회의 사무를 처리하기 위하여 국가건축정책위원회에 기획단을 둔다.

② 국가건축정책위원회는 그 업무수행을 위하여 필요한 때에는 관계 행정기관 소속의 공무원 및 관계 기관ㆍ법인ㆍ단체 등의 임직원의 파견 또는 겸임을 요청할 수 있다.

③ 기획단의 구성 및 운영에 관하여 필요한 사항은 대통령령으로 정한다.

조문체계도버튼
 제18조(지역건축위원회) ① 지역의 건축분야의 중요한 정책의 심의 및 그 밖에 이 법으로 정하는 사항을 시행하기 위하여 시ㆍ도지사 소속으로 시ㆍ도건축정책위원회(이하 “광역건축위원회”라 한다)를, 시장ㆍ군수ㆍ구청장 소속으로 시ㆍ군ㆍ구건축정책위원회(이하 “기초건축위원회”라 한다)를 둘 수 있다.

② 광역건축위원회 및 기초건축위원회(이하 “지역건축위원회”라 한다)의 구성ㆍ조직, 그 밖에 위원회 운영에 관하여 필요한 사항은 해당 지방자치단체의 조례로 정한다. 다만, 해당 지방자치단체에 대통령령으로 정하는 관련 위원회가 이미 설치되어 있는 경우에는 조례로 정하는 바에 따라 지역건축위원회의 기능을 대신하도록 할 수 있다.

조문체계도버튼
 제19조(지역건축위원회의 기능) 지역건축위원회는 다음 각 호의 사항에 관한 사무를 행한다.


1. 해당 지역의 지역건축기본계획의 수립ㆍ시행에 관한 사항

2. 해당 지역의 건축행정 개선에 관한 사항

3. 건축문화 기반조성을 위한 사업 및 활동에 대한 사항

        제5장 건축문화의 진흥

조문체계도버튼연혁
 제20조(건축문화진흥을 위한 재정지원) 국토교통부장관은 대통령령으로 정하는 바에 따라 문화체육관광부장관 및 산업통상부장관과 협의하여 건축물 및 공간환경의 개선과 건축문화의 진흥을 위해 다음 각 호의 사업에 대하여 국고보조 등 재정지원을 할 수 있다. <개정 2008. 2. 29., 2013. 3. 23., 2025. 10. 1.>


1. 건축문화 관련 시설의 설립 및 운영

2. 출판ㆍ전시ㆍ축제 등 건축문화 관련 사업

3. 국민의 건축이해 증진을 위한 교육

4. 건축 관련 해외 진출 및 국제교류

5. 제21조에 따른 건축디자인 기준의 설정

6. 제22조에 따른 건축디자인 시범사업

7. 그 밖에 건축문화진흥을 위하여 대통령령으로 정하는 사업

조문체계도버튼연혁위임행정규칙버튼
 제21조(건축디자인 기준의 설정) ① 국토교통부장관은 산업통상부장관과 협의하여 건축디자인(공공공간은 제외한다)의 기준을 설정할 수 있다. <개정 2008. 2. 29., 2013. 3. 23., 2020. 6. 9., 2025. 10. 1.>

② 국토교통부장관은 문화체육관광부장관 및 산업통상부장관과 협의하여 공공공간의 건축디자인 기준을 설정할 수 있다. <개정 2008. 2. 29., 2013. 3. 23., 2025. 10. 1.>

③ 시ㆍ도지사 또는 시장ㆍ군수ㆍ구청장은 제1항 및 제2항의 기준의 범위 안에서 지역 내 건축디자인 기준을 따로 정할 수 있다.

④ 지방자치단체의 장은 건축물 및 공간환경 시설물의 소유자ㆍ관리자 및 공공기관의 장에게 제1항부터 제3항까지의 규정에 따른 건축디자인 기준에 따르도록 권장할 수 있다.

⑤ 제1항부터 제3항까지의 규정에 따른 건축디자인 기준 설정에 대하여 필요한 사항은 대통령령으로 정한다.

위임행정규칙
조문체계도버튼
 제22조(건축디자인 시범사업 실시) ① 중앙행정기관의 장, 시ㆍ도지사 또는 시장ㆍ군수ㆍ구청장은 공공의 이익을 증진하고 건축디자인의 경쟁력 강화를 위하여 다음 각 호의 사업을 시범사업으로 지정할 수 있다.

1. 공공기관이 시행하는 사업

2. 건축디자인을 개선하는 개발ㆍ정비사업

3. 민간에서 발주하는 사업으로서 대통령령으로 정하는 사업

② 중앙행정기관의 장, 시ㆍ도지사 또는 시장ㆍ군수ㆍ구청장은 제1항에 따른 시범사업에 대하여 재정지원 등을 통하여 지원할 수 있다.

③ 제1항 및 제2항에 따른 건축디자인 시범사업의 지정절차, 건축디자인 기준의 적용, 재정지원 등에 대하여 필요한 사항은 대통령령으로 정한다.

조문체계도버튼연혁
 제23조(민간전문가의 참여) ① 중앙행정기관의 장 및 지방자치단체의 장은 건축 관련 민원, 설계공모 업무나 도시개발 사업 등을 시행하는 경우 민간전문가를 위촉하여 해당 업무의 일부를 진행ㆍ조정하게 할 수 있다. <개정 2020. 6. 9.>

② 제1항의 민간전문가의 자격ㆍ업무범위ㆍ보수 등 필요한 사항은 대통령령으로 정한다.

조문체계도버튼
 제24조(설계공모의 시행) 국가ㆍ지방자치단체 및 공공기관은 우수한 건축물 및 공간환경 설계의 선정을 위하여 설계공모를 실시하도록 노력하여야 한다.

        제6장 한국건축규정의 운용 <신설 2015. 8. 11.>

조문체계도버튼연혁생활법령버튼
 제25조(한국건축규정의 공고 등) ① 국토교통부장관은 건축물의 설계, 시공, 공사감리 및 유지ㆍ관리 등과 관련된 「건축법」 및 그 관계 법령, 행정규칙 및 조례 등의 규정(이하 이 조에서 “건축물 관련 규정”이라 한다)을 종합적으로 안내하고, 합리적으로 운용하기 위하여 건축물 관련 규정을 관장하는 중앙행정기관의 장 및 지방자치단체의 장과 협의하여 건축물 관련 규정을 통합한 한국건축규정(이하 “한국건축규정”이라 한다)을 공고할 수 있다. <개정 2021. 7. 27.>

② 국토교통부장관은 제1항에 따라 공고된 한국건축규정을 체계적으로 관리하고 국민에게 제공하기 위하여 한국건축규정 정보체계를 구축ㆍ운영하여야 한다. <개정 2021. 7. 27.>

③ 국토교통부장관은 제2항에 따른 한국건축규정 정보체계를 효율적으로 관리하고 대국민서비스를 제고하기 위하여 대통령령으로 정하는 기관 또는 단체에 한국건축규정 정보체계의 운영을 위탁할 수 있다. <신설 2021. 7. 27.>

④ 중앙행정기관의 장 및 지방자치단체의 장은 소관하는 건축물 관련 규정이 제정, 개정 또는 폐지되는 경우에는 대통령령으로 정하는 바에 따라 한국건축규정에 반영되도록 조치하여야 한다. <신설 2021. 7. 27.>

[본조신설 2015. 8. 11.]

조문체계도버튼연혁
 제26조(한국건축규정의 개선 노력) ① 국토교통부장관은 한국건축규정을 상시적으로 관리하고 합리적으로 개선ㆍ보완하여야 하며, 이를 위하여 필요한 경우 관계 부처 공무원을 구성원으로 하는 한국건축규정 협의회를 대통령령으로 정하는 바에 따라 구성하여 운영할 수 있다.

② 국토교통부장관은 한국건축규정의 내용 중 개선ㆍ보완이 필요하다고 판단되는 사항이 있는 경우 대통령령으로 정하는 바에 따라 국가건축정책위원회의 심의를 거쳐 관계 기관의 장에게 개선ㆍ보완을 요구할 수 있다. 이 경우 관계 기관의 장은 특별한 사정이 없으면 이에 따라야 한다.

③ 시ㆍ도지사는 3년마다 한국건축규정과 관련된 소관 조례를 평가하고, 개선ㆍ보완이 필요하다고 판단되는 경우 「건축법」 제4조에 따라 시ㆍ도지사가 두는 건축위원회의 심의를 거쳐 소관 조례의 개선ㆍ보완을 추진하여야 한다.

④ 시ㆍ도지사는 3년마다 한국건축규정과 관련된 관할 시ㆍ군ㆍ구의 조례를 평가하고, 개선ㆍ보완이 필요하다고 판단되는 경우 「건축법」 제4조에 따라 시ㆍ도지사가 두는 건축위원회의 심의를 거쳐 관할 시장ㆍ군수ㆍ구청장에게 개선ㆍ보완을 요구할 수 있다. 이 경우 관할 시장ㆍ군수ㆍ구청장은 정당한 이유가 없으면 이에 따라야 한다.

⑤ 국무총리 또는 행정안전부장관은 중앙행정기관 또는 지방자치단체에 대한 「정부업무평가 기본법」에 따른 정부업무평가 시 제25조제4항 및 이 조 제1항부터 제4항까지의 규정에 따른 개선 노력 등을 반영하여야 한다. <개정 2017. 7. 26., 2021. 7. 27.>

[본조신설 2015. 8. 11.]


부칙<법률 제8783호, 2007. 12. 21.>조문목록 없음   부      칙 <법률 제8783호, 2007. 12. 21.>

이 법은 공포 후 6개월이 경과한 날부터 시행한다.

부칙 <법률 제8852호, 2008. 2. 29.>조문목록 접기   부      칙 <법률 제8852호, 2008. 2. 29.> (정부조직법) 부칙 <법률 제8852호, 2008. 2. 29.>보기

제1조 (시행일) 이 법은 공포한 날부터 시행한다. 다만, ㆍㆍㆍ<생략>ㆍㆍㆍ, 부칙 제6조에 따라 개정되는 법률 중 이 법의 시행 전에 공포되었으나 시행일이 도래하지 아니한 법률을 개정한 부분은 각각 해당 법률의 시행일부터 시행한다.

제2조 부터 제5조까지 생략

제6조 (다른 법률의 개정) ① 부터 <551> 까지 생략

<552> 건축기본법 일부를 다음과 같이 개정한다.

제10조제1항ㆍ제2항ㆍ제4항ㆍ제5항, 제12조제4항 본문 및 단서, 제15조제1항, 제16조제1항ㆍ제2항 전단, 제20조 각 호 외의 부분 및 제21조제1항ㆍ제2항 중 “건설교통부장관”을 각각 “국토해양부장관”으로 한다.

제20조 각 호 외의 부분 및 제21조제2항 중 “문화관광부장관”을 각각 “문화체육관광부장관”으로 한다.

제20조 각 호 외의 부분 및 제21조제1항ㆍ제2항 중 “산업자원부장관”을 각각 “지식경제부장관”으로 한다.

<553> 부터 <760> 까지 생략

제7조 생략

부칙 <법률 제11690호,  2013. 3. 23.>조문목록 접기   부      칙 <법률 제11690호, 2013. 3. 23.> (정부조직법) 부칙 <법률 제11690호,  2013. 3. 23.>보기

제1조(시행일) ① 이 법은 공포한 날부터 시행한다.

② 생략

제2조 부터 제5조까지 생략

제6조(다른 법률의 개정) ①부터 <542>까지 생략

<543> 건축기본법 일부를 다음과 같이 개정한다.

제10조제1항ㆍ제2항ㆍ제4항ㆍ제5항, 제12조제4항 본문 및 단서, 제15조제1항, 제16조제1항, 같은 조 제2항 전단, 제20조 각 호 외의 부분 및 제21조제1항ㆍ제2항 중 “국토해양부장관”을 각각 “국토교통부장관”으로 한다.

제20조 각 호 외의 부분 및 제21조제1항ㆍ제2항 중 “지식경제부장관”을 각각 “산업통상자원부장관”으로 한다.

<544>부터 <710>까지 생략

제7조 생략

부칙 <법률 제13470호, 2015. 8. 11.>조문목록 접기   부      칙 <법률 제13470호, 2015. 8. 11.> 부칙 <법률 제13470호, 2015. 8. 11.>보기

제1조(시행일) 이 법은 공포 후 6개월이 경과한 날부터 시행한다.

제2조(다른 법률의 개정) 법률 제13325호 건축법 일부개정법률 일부를 다음과 같이 개정한다.

제11조제4항 각 호 외의 부분 본문 중 “제68조의2”를 “「건축기본법」 제25조”로 한다.

제68조의2를 삭제한다.

부칙 <법률 제14839호,  2017. 7. 26.>조문목록 접기   부      칙 <법률 제14839호, 2017. 7. 26.> (정부조직법) 부칙 <법률 제14839호,  2017. 7. 26.>보기

제1조(시행일) ① 이 법은 공포한 날부터 시행한다. 다만, 부칙 제5조에 따라 개정되는 법률 중 이 법 시행 전에 공포되었으나 시행일이 도래하지 아니한 법률을 개정한 부분은 각각 해당 법률의 시행일부터 시행한다.

제2조 부터 제4조까지 생략

제5조(다른 법률의 개정) ①부터 <206>까지 생략

<207> 건축기본법 일부를 다음과 같이 개정한다.

제26조제5항 중 “행정자치부장관”을 “행정안전부장관”으로 한다.

<208>부터 <382>까지 생략

제6조 생략

부칙<법률 제17453호, 2020. 6. 9.>조문목록 없음   부      칙 <법률 제17453호, 2020. 6. 9.> (법률용어 정비를 위한 국토교통위원회 소관 78개 법률 일부개정을 위한 법률)

이 법은 공포한 날부터 시행한다. <단서 생략>

부칙<법률 제18339호,  2021. 7. 27.>조문목록 없음   부      칙 <법률 제18339호, 2021. 7. 27.>

이 법은 공포 후 3개월이 경과한 날부터 시행한다.

부칙 <법률 제21065호,  2025. 10. 1.>조문목록 접기   부      칙 <법률 제21065호, 2025. 10. 1.> (정부조직법) 부칙 <법률 제21065호,  2025. 10. 1.>보기

제1조(시행일) 이 법은 공포한 날부터 시행한다. 다만, 부칙 제7조에 따라 개정되는 법률 중 이 법 시행 전에 공포되었으나 시행일이 도래하지 아니한 법률을 개정한 부분은 각각 해당 법률의 시행일부터ㆍㆍㆍ<생략>ㆍㆍㆍ 시행한다.

1. 및 2. 생략

제2조 부터 제6조까지 생략

제7조(다른 법률의 개정) ①부터 <436>까지 생략

<437> 건축기본법 일부를 다음과 같이 개정한다.

제20조 각 호 외의 부분 및 제21조제1항ㆍ제2항 중 “산업통상자원부장관”을 각각 “산업통상부장관”으로 한다.

<438>부터 <626>까지 생략

제8조 생략",https://www.law.go.kr/법령/건축기본법
A_003,문화예술진흥법,법,건축 미술,문화예술 진흥 및 의무 부과,미술작품 설치 의무화,일정규모 이상 건축물,"",https://www.law.go.kr/법령/문화예술진흥법
A_004,건축물관리법,법,유지 관리,안전 관리 및 유지 보수,"정기점검, 안전진단, 해체",관리대상 건축물,"",https://www.law.go.kr/법령/건축물관리법
A_005,국토의 계획 및 이용에 관한 법률,법,도시 계획,토지 이용 및 계획 수립,"개발행위허가, 용도지역 지정",토지 및 부속 건축물,"",https://www.law.go.kr/법령/국토의계획및이용에관한법률
D_001,건축법 시행령,시행령,건축 일반,세부 기준 및 절차 규정,"면적 산정, 인허가 절차 진행",모든 건축물,"",https://www.law.go.kr/법령/건축법시행령
